sample_id,label,source_id,file_path,sha256,status,keep_sample_id
ds5_img016988_ann018077,1000,ds5,02_extracted/uang/1000/ds5_img016988_ann018077.png,8cf97bde9ef935c55276d23624141994e42ebcc69ff4bc44250fc06c45655d92,keep,ds5_img016988_ann018077
ds5_img016989_ann018078,1000,ds5,02_extracted/uang/1000/ds5_img016989_ann018078.png,99c03068e15dd6da82952681ff02c48b940d0b3123a721c2904df5c3d8960fdb,keep,ds5_img016989_ann018078
ds5_img016990_ann018079,1000,ds5,02_extracted/uang/1000/ds5_img016990_ann018079.png,68a6175974574fbdc840b2254effe0997ba2d82ffc5842d011053dc164b6d822,keep,ds5_img016990_ann018079
ds5_img016995_ann018084,1000,ds5,02_extracted/uang/1000/ds5_img016995_ann018084.png,afda9f0870d3f00413a908927d25e1e4de7b47ee099e2e0bbf99650e1ec875d8,keep,ds5_img016995_ann018084
ds5_img016999_ann018088,1000,ds5,02_extracted/uang/1000/ds5_img016999_ann018088.png,893689eb2feb4422cd2cc3faa740df988d7a5aa96b5007fdb46b1decf2bb785b,keep,ds5_img016999_ann018088
ds5_img017000_ann018089,1000,ds5,02_extracted/uang/1000/ds5_img017000_ann018089.png,45acf9e3f3a6cc391fe0458bfc70d3250ea35aa3d9580a249522d7faaa98cb3b,keep,ds5_img017000_ann018089
ds5_img017001_ann018090,1000,ds5,02_extracted/uang/1000/ds5_img017001_ann018090.png,b4a3e16d59f1cb7d835f4a88ee949913536b98a27f473b1fcda14f65f8e6499d,keep,ds5_img017001_ann018090
ds5_img017006_ann018095,1000,ds5,02_extracted/uang/1000/ds5_img017006_ann018095.png,6cc74c34357ea48475278504b041eb808483f4b513d7436476f5c0c0d7ca4217,keep,ds5_img017006_ann018095
ds5_img017008_ann018097,1000,ds5,02_extracted/uang/1000/ds5_img017008_ann018097.png,d6906ee8153bbfbe2b7a1ea6b22144bb7c59e591dc7772672ebac151d4579c4e,keep,ds5_img017008_ann018097
ds5_img017016_ann018105,1000,ds5,02_extracted/uang/1000/ds5_img017016_ann018105.png,b5ba458cbab039248745257e3ac6c7d7df180364fa70393d54bb19fdfcd2d1a1,keep,ds5_img017016_ann018105
ds5_img017017_ann018106,1000,ds5,02_extracted/uang/1000/ds5_img017017_ann018106.png,578d31f78f32742f6a2a9b582530f0d6b17ed7224784d43af53d65b9aedf9ee3,keep,ds5_img017017_ann018106
ds5_img017019_ann018108,1000,ds5,02_extracted/uang/1000/ds5_img017019_ann018108.png,6e5dc611668284cae77e58ef1cb1353c7a0666c39e790e470f18c99defbbb7dd,keep,ds5_img017019_ann018108
ds5_img017023_ann018112,1000,ds5,02_extracted/uang/1000/ds5_img017023_ann018112.png,fa6180865fd770f6bdf6271ad35f9241185ef1acaaef101a68aad046a40d1778,keep,ds5_img017023_ann018112
ds5_img017024_ann018113,1000,ds5,02_extracted/uang/1000/ds5_img017024_ann018113.png,c8c5f39a2fd5da657bf2ecde240a5d0ac1e0137cf02911912a1bb18904b6af91,keep,ds5_img017024_ann018113
ds5_img017031_ann018120,1000,ds5,02_extracted/uang/1000/ds5_img017031_ann018120.png,b37b8f446049d660a545d47243c6b2ddc35b86deed683b9d7e0eac7fdbeb1084,keep,ds5_img017031_ann018120
ds5_img017043_ann018132,1000,ds5,02_extracted/uang/1000/ds5_img017043_ann018132.png,b1f88f2d3ff90ad1a97a7789f0ac263fea321d52b8ed604de4db3374fac49bc4,keep,ds5_img017043_ann018132
ds5_img017050_ann018139,1000,ds5,02_extracted/uang/1000/ds5_img017050_ann018139.png,66174e3234605560672ed55dcba78851193f3ebf23ed187fc757a6a5bbde9cc8,keep,ds5_img017050_ann018139
ds5_img017052_ann018141,1000,ds5,02_extracted/uang/1000/ds5_img017052_ann018141.png,20acb0f36536e6ef0c34115522bc19a264977c9401257f64355b0ba58d4ef4cc,keep,ds5_img017052_ann018141
ds5_img017056_ann018145,1000,ds5,02_extracted/uang/1000/ds5_img017056_ann018145.png,b74398b3ec29ba2ae69b260524f82e6e1fd903ff288d0f5fccbd97327040d611,keep,ds5_img017056_ann018145
ds5_img017060_ann018149,1000,ds5,02_extracted/uang/1000/ds5_img017060_ann018149.png,dae9e376a868f513f5adb72e835326327b166e89a4cd3fcca904883579ffd67b,keep,ds5_img017060_ann018149
ds5_img017065_ann018154,1000,ds5,02_extracted/uang/1000/ds5_img017065_ann018154.png,4229523eff74fe391fb1d9687ee42cc1586bb80656fea0e1a26b16778486daab,keep,ds5_img017065_ann018154
ds5_img017067_ann018156,1000,ds5,02_extracted/uang/1000/ds5_img017067_ann018156.png,cb94980cb402621b1f74eec1367271f9fef7f7075a1e162fc076d8bcb0c5b9ec,keep,ds5_img017067_ann018156
ds5_img017070_ann018159,1000,ds5,02_extracted/uang/1000/ds5_img017070_ann018159.png,a60978078aaea2e001b3f4027ab81a64b9d6815c963af5967a17ccb4fc43a744,keep,ds5_img017070_ann018159
ds5_img017077_ann018166,1000,ds5,02_extracted/uang/1000/ds5_img017077_ann018166.png,6cb484189c3dc50a4728488faa986b9508fc99adc00b24e443fe3a8f257a029e,keep,ds5_img017077_ann018166
ds5_img017078_ann018167,1000,ds5,02_extracted/uang/1000/ds5_img017078_ann018167.png,4cf95779c79a31a179a3a5ed04c66cd8627016effefab3d162240b3d27b4b4f2,keep,ds5_img017078_ann018167
ds5_img017081_ann018170,1000,ds5,02_extracted/uang/1000/ds5_img017081_ann018170.png,42706591231c6c7b9a69a36dbb6578bbf83d04829fbb0b74dfaff10b10eba249,keep,ds5_img017081_ann018170
ds5_img017085_ann018174,1000,ds5,02_extracted/uang/1000/ds5_img017085_ann018174.png,7be659f5904553bd84e69412589cd1abdfa58307991b9fbfe9d1a315bd30322a,keep,ds5_img017085_ann018174
ds5_img017087_ann018176,1000,ds5,02_extracted/uang/1000/ds5_img017087_ann018176.png,0aef169c50e9f944e97f1a770d731ce5d6fca41379c36195195dd1bdd9ff4ebe,keep,ds5_img017087_ann018176
ds5_img017090_ann018179,1000,ds5,02_extracted/uang/1000/ds5_img017090_ann018179.png,bb7ebab58d3a82f120fdf49c56b1c0ee0f60c3d1775e1ee9ba63c9ce41b51c73,keep,ds5_img017090_ann018179
ds5_img017092_ann018181,1000,ds5,02_extracted/uang/1000/ds5_img017092_ann018181.png,243de1e7eeedfc004b715ccb6d577253ab2e85f02d2e0b8392adba64cf9cda5c,keep,ds5_img017092_ann018181
ds5_img017096_ann018185,1000,ds5,02_extracted/uang/1000/ds5_img017096_ann018185.png,6272fd0d30925ecf73c27ac3d0b721d3e6009c3cb2250323b5b9b77503911fbc,keep,ds5_img017096_ann018185
ds5_img017099_ann018188,1000,ds5,02_extracted/uang/1000/ds5_img017099_ann018188.png,46cdb2238554737ffd047f870c02190a914121d57c460d518cbfb41d5bb2426d,keep,ds5_img017099_ann018188
ds5_img017105_ann018194,1000,ds5,02_extracted/uang/1000/ds5_img017105_ann018194.png,a95880f2894e6371ae751b9cd9c7b36d7c20bcac46b175187ae07636ed19ae2a,keep,ds5_img017105_ann018194
ds5_img017109_ann018198,1000,ds5,02_extracted/uang/1000/ds5_img017109_ann018198.png,53303d2da4271e2e9a8cb20555fc67f022f5607654e66d3244dee2e4478293ba,keep,ds5_img017109_ann018198
ds5_img017110_ann018199,1000,ds5,02_extracted/uang/1000/ds5_img017110_ann018199.png,4c734ec2ff498752d8f20861a66d1f59132adcf46f45d4dbf82315365383f82c,keep,ds5_img017110_ann018199
ds5_img017117_ann018206,1000,ds5,02_extracted/uang/1000/ds5_img017117_ann018206.png,97586da34f840e52012b4dbdc45c767311aa44193c18a99be5e8c7024160b27e,keep,ds5_img017117_ann018206
ds5_img017128_ann018217,1000,ds5,02_extracted/uang/1000/ds5_img017128_ann018217.png,ec5dc79c0dc8a3bcc70d8f56d7b32bf3213b7117399b65cdc5763bb577c1a434,keep,ds5_img017128_ann018217
ds5_img017131_ann018220,1000,ds5,02_extracted/uang/1000/ds5_img017131_ann018220.png,a41539f5cc09259697dadd2ae7483e154385653aceecd57feaca15e28ab3429a,keep,ds5_img017131_ann018220
ds5_img017135_ann018224,1000,ds5,02_extracted/uang/1000/ds5_img017135_ann018224.png,ca75d7461301a0d188b83668183a73d8c35c7f9899e6f683103f8de522022241,keep,ds5_img017135_ann018224
ds5_img017137_ann018226,1000,ds5,02_extracted/uang/1000/ds5_img017137_ann018226.png,c445d8801af9612ff341e2e39381865f31c4f291fdbbc17c2e51db6d89edb10a,keep,ds5_img017137_ann018226
ds5_img017143_ann018232,1000,ds5,02_extracted/uang/1000/ds5_img017143_ann018232.png,3eda587019abc2d6ce5f6dcfe5c4c671245d0939edd8e53cec146d837138edee,keep,ds5_img017143_ann018232
ds5_img017148_ann018237,1000,ds5,02_extracted/uang/1000/ds5_img017148_ann018237.png,36a9def21a2d0e0d59ba4b2c6b6840e42377f5d35663e8f79573e35f4d458c31,keep,ds5_img017148_ann018237
ds5_img017151_ann018240,1000,ds5,02_extracted/uang/1000/ds5_img017151_ann018240.png,4bb97ce9e3e680539b2b0b4f4c9deeb9b881358eea5473a3d30d834fbad0d1d3,keep,ds5_img017151_ann018240
ds5_img017155_ann018244,1000,ds5,02_extracted/uang/1000/ds5_img017155_ann018244.png,831fdb06c0eeaf8c831991639fd4015b5e515c2485f0c2717836a3b21c18ade7,keep,ds5_img017155_ann018244
ds5_img017157_ann018246,1000,ds5,02_extracted/uang/1000/ds5_img017157_ann018246.png,6a116c858acb21da913cbdb2f860a308c237a5062558f00d90a9fcbfdf65ad73,keep,ds5_img017157_ann018246
ds5_img017158_ann018247,1000,ds5,02_extracted/uang/1000/ds5_img017158_ann018247.png,248a45e58d36998328d42be49213f5766190a834f1f775310730c7388d94312e,keep,ds5_img017158_ann018247
ds5_img017162_ann018251,1000,ds5,02_extracted/uang/1000/ds5_img017162_ann018251.png,3e6fd08ed2a1465c605e6f684e896085119a09ab3f146bc376bb20ed701b3c69,keep,ds5_img017162_ann018251
ds5_img017169_ann018258,1000,ds5,02_extracted/uang/1000/ds5_img017169_ann018258.png,d839136a17d470f31a9e653ea72c53295e769b3d3e125d30f35c2f6615e85387,keep,ds5_img017169_ann018258
ds5_img017172_ann018261,1000,ds5,02_extracted/uang/1000/ds5_img017172_ann018261.png,54e541d2e11cf474d916abedde2d7914d2232c76b60e1aea4257a85c61ec5616,keep,ds5_img017172_ann018261
ds5_img017174_ann018263,1000,ds5,02_extracted/uang/1000/ds5_img017174_ann018263.png,d2df1ed35f676dab621f0e4ff67938906d6b0ddff5880e951b52768603dec14d,keep,ds5_img017174_ann018263
ds5_img017175_ann018264,1000,ds5,02_extracted/uang/1000/ds5_img017175_ann018264.png,5eb72ea38740f52839acf64961272154dbfeef2fc927c5420a467801080a9d60,keep,ds5_img017175_ann018264
ds5_img017180_ann018269,1000,ds5,02_extracted/uang/1000/ds5_img017180_ann018269.png,0020262e106afad7b2e2ee351550ada3127e1c6be683c1ebeeffcecc44f62767,keep,ds5_img017180_ann018269
ds5_img017188_ann018277,1000,ds5,02_extracted/uang/1000/ds5_img017188_ann018277.png,faf3136895d0c7d7f80e7ef2fa3e10c4ec0d94cde95708d7fd17d3e350918db2,keep,ds5_img017188_ann018277
ds5_img017192_ann018281,1000,ds5,02_extracted/uang/1000/ds5_img017192_ann018281.png,54bf44d4c0b02815b010786d0a6697d899077054530ea62ad47d134eac901af5,keep,ds5_img017192_ann018281
ds5_img017195_ann018284,1000,ds5,02_extracted/uang/1000/ds5_img017195_ann018284.png,b0e7d3e690e03a28517c8a47901ae63432cb8c5cc7824f751f456c41459fdabf,keep,ds5_img017195_ann018284
ds5_img017201_ann018290,1000,ds5,02_extracted/uang/1000/ds5_img017201_ann018290.png,88687b58dfba21a7172f2962d16293735d719f1baaf1864729d6033361e606b6,keep,ds5_img017201_ann018290
ds5_img017202_ann018291,1000,ds5,02_extracted/uang/1000/ds5_img017202_ann018291.png,f7fddceb6f77c07086d4a6f954d479a861f06b4946e6dc431462dff731826d07,keep,ds5_img017202_ann018291
ds5_img017211_ann018300,1000,ds5,02_extracted/uang/1000/ds5_img017211_ann018300.png,90910416ba4feecbfafbf49b3f80beb2e462f9074ebb9e7be17b4311fc937868,keep,ds5_img017211_ann018300
ds5_img017215_ann018304,1000,ds5,02_extracted/uang/1000/ds5_img017215_ann018304.png,cb9f0fb55139687ce0bcad3e0ee636d734bace9da2478ccb433f8d26f80213a8,keep,ds5_img017215_ann018304
ds5_img017226_ann018315,1000,ds5,02_extracted/uang/1000/ds5_img017226_ann018315.png,f79377dbc76fb55b4565400035d000c6144b99e5188974080149b8631fd9dfc4,keep,ds5_img017226_ann018315
ds5_img017230_ann018319,1000,ds5,02_extracted/uang/1000/ds5_img017230_ann018319.png,90b1ba662b095e159e75e0c5813b8b2f9e25a7e5c7054c650f4aa5325f1a1488,keep,ds5_img017230_ann018319
ds5_img017231_ann018320,1000,ds5,02_extracted/uang/1000/ds5_img017231_ann018320.png,3c56798500e2bfbe6cf4255e1ef75edfe76b9c15ac66d40b9fda5e199bf121cc,keep,ds5_img017231_ann018320
ds5_img017241_ann018330,1000,ds5,02_extracted/uang/1000/ds5_img017241_ann018330.png,560c7e3e0e2f3f3ec60fc6426b20eaeec8b39f834406126a21101cc18b2883da,keep,ds5_img017241_ann018330
ds5_img017251_ann018340,1000,ds5,02_extracted/uang/1000/ds5_img017251_ann018340.png,559239a661bada88488d8767d387b2407eff0306e816b6c857b57feb1e776b30,keep,ds5_img017251_ann018340
ds5_img017265_ann018354,1000,ds5,02_extracted/uang/1000/ds5_img017265_ann018354.png,9013e73641e32a5441678d5b65551cb3960bd2bedf8f6f6213fd59587702ea00,keep,ds5_img017265_ann018354
ds5_img017268_ann018357,1000,ds5,02_extracted/uang/1000/ds5_img017268_ann018357.png,f7433cdfee9dfa4e60db92dd5ae6caf876958755d6143fadc96dc676609d85a6,keep,ds5_img017268_ann018357
ds5_img017269_ann018358,1000,ds5,02_extracted/uang/1000/ds5_img017269_ann018358.png,17b361e17e8b395a6e8409e358c6ad3b6b49268319f7ca187eec26157d23a1ed,keep,ds5_img017269_ann018358
ds5_img017276_ann018365,1000,ds5,02_extracted/uang/1000/ds5_img017276_ann018365.png,8441e2e7be949e77dc575cf8f2e9cb24db9279131d5393c6473aa4deb2f7cbdc,keep,ds5_img017276_ann018365
ds5_img017284_ann018373,1000,ds5,02_extracted/uang/1000/ds5_img017284_ann018373.png,200b29a2fb147289e4392c189d68990a89bd4bd94bd9f05f887102cc5bada6e8,keep,ds5_img017284_ann018373
ds5_img017285_ann018374,1000,ds5,02_extracted/uang/1000/ds5_img017285_ann018374.png,a98c7595e1d14e1c830f5ba4531decc2cf2e22062e5d77976b337a344f0da09d,keep,ds5_img017285_ann018374
ds5_img017286_ann018375,1000,ds5,02_extracted/uang/1000/ds5_img017286_ann018375.png,e9ad029cf67e3e1b6993399c4e65b5e1bb882ea8985492405f8c734c8e8ed3c8,keep,ds5_img017286_ann018375
ds5_img017287_ann018376,1000,ds5,02_extracted/uang/1000/ds5_img017287_ann018376.png,ba43563321137e3617d4fc7de2d9bef49b6cbf865f2d0e4acd56681a26e7c146,keep,ds5_img017287_ann018376
ds5_img017292_ann018381,1000,ds5,02_extracted/uang/1000/ds5_img017292_ann018381.png,b64a6f652d48887c31afd4d63f042f6ff9fe333839d79af65387738c383c72ca,keep,ds5_img017292_ann018381
ds5_img017295_ann018384,1000,ds5,02_extracted/uang/1000/ds5_img017295_ann018384.png,3a2c093489c3b274e30b1d92a2861a2e8bc1085422ff8cff2868ec5608db5e0d,keep,ds5_img017295_ann018384
ds5_img017296_ann018385,1000,ds5,02_extracted/uang/1000/ds5_img017296_ann018385.png,aee94be9c784a92ed93bdb2d55881fcc6b93f854d3804607b44b368e1683cd8b,keep,ds5_img017296_ann018385
ds5_img017297_ann018386,1000,ds5,02_extracted/uang/1000/ds5_img017297_ann018386.png,2e9c1e7b7b4abddc193953aaee041c3628368edfc8940b9c64b9bd9f7edd0178,keep,ds5_img017297_ann018386
ds5_img017298_ann018387,1000,ds5,02_extracted/uang/1000/ds5_img017298_ann018387.png,3c65907a2678ef68f8630c7350317dbf8cbbab362a7a0af8c49d9ac0fc9a18e4,keep,ds5_img017298_ann018387
ds5_img017316_ann018405,1000,ds5,02_extracted/uang/1000/ds5_img017316_ann018405.png,539b4827d46f281422e52162ce94f3c7d2a3ca8233e951c1b3f2b894a6c2697f,keep,ds5_img017316_ann018405
ds5_img017317_ann018406,1000,ds5,02_extracted/uang/1000/ds5_img017317_ann018406.png,d13c0cb7c5289f90aa3c6de8943583030730a29121600f77b6615625f0607c98,keep,ds5_img017317_ann018406
ds5_img017321_ann018410,1000,ds5,02_extracted/uang/1000/ds5_img017321_ann018410.png,2e68fd77e7e496ad5e73f89343187b7602d0ae1e090d1995a8a11e45654c1917,keep,ds5_img017321_ann018410
ds5_img017322_ann018411,1000,ds5,02_extracted/uang/1000/ds5_img017322_ann018411.png,52b66f2e5bfef41c7d93cc1fb7a77a812f898213b621b47077f212e8d0a814f2,keep,ds5_img017322_ann018411
ds5_img017323_ann018412,1000,ds5,02_extracted/uang/1000/ds5_img017323_ann018412.png,b72269c67031ffa00af749897d6eb42127e52c445bf94138d3820181fa773e61,keep,ds5_img017323_ann018412
ds5_img017324_ann018413,1000,ds5,02_extracted/uang/1000/ds5_img017324_ann018413.png,34b6975d0e1ee6419814152924a92459519665f178db059a695a2ae4b5a0ad54,keep,ds5_img017324_ann018413
ds5_img017326_ann018415,1000,ds5,02_extracted/uang/1000/ds5_img017326_ann018415.png,55bbbb09f3d30a1b7ab823b9288481c61dc5c141cf62302dac5200c8e1f4d8fd,keep,ds5_img017326_ann018415
ds5_img017327_ann018416,1000,ds5,02_extracted/uang/1000/ds5_img017327_ann018416.png,9ec58ba8c46e43603f7977576e9aa50bf595023381c7059698121ac729a97eb4,keep,ds5_img017327_ann018416
ds5_img017332_ann018421,1000,ds5,02_extracted/uang/1000/ds5_img017332_ann018421.png,a696e40d2ee880623c7bedf65f3e6531148ee7d487fd46964b07913207f0d4e9,keep,ds5_img017332_ann018421
ds5_img017338_ann018427,1000,ds5,02_extracted/uang/1000/ds5_img017338_ann018427.png,a2df1f3e4ff6ea188a6242b52b326237edbe6b8ce795c1d560c500b76b0b2554,keep,ds5_img017338_ann018427
ds5_img017339_ann018428,1000,ds5,02_extracted/uang/1000/ds5_img017339_ann018428.png,cea7fbee81c8a23ff68e3bb5e81ace8ceb77a9027ec5b067a356c4737d4a7296,keep,ds5_img017339_ann018428
ds5_img017341_ann018430,1000,ds5,02_extracted/uang/1000/ds5_img017341_ann018430.png,adcfea4b6bc52114186ed9b405cec6687b5411e4797b242367c42b8005e70fd0,keep,ds5_img017341_ann018430
ds5_img017342_ann018431,1000,ds5,02_extracted/uang/1000/ds5_img017342_ann018431.png,2a7f4ca8cf43617b4052fec59ae7541cb808afafd69f3bbe862669f0d482d9e7,keep,ds5_img017342_ann018431
ds5_img017343_ann018432,1000,ds5,02_extracted/uang/1000/ds5_img017343_ann018432.png,0a64f9c148f46890cb568b3a02cc4844fa1d97078915932c1102e786050c82f2,keep,ds5_img017343_ann018432
ds5_img017347_ann018436,1000,ds5,02_extracted/uang/1000/ds5_img017347_ann018436.png,e0462035c62159250fc4c69469970c210b540cf4e809d0e4c9d830e3b3f47e6f,keep,ds5_img017347_ann018436
ds5_img017349_ann018438,1000,ds5,02_extracted/uang/1000/ds5_img017349_ann018438.png,19147a64a3e0f6c9c73a1017055546c1e5f61bf1cbd364518d70377c259eed69,keep,ds5_img017349_ann018438
ds5_img017350_ann018439,1000,ds5,02_extracted/uang/1000/ds5_img017350_ann018439.png,33f3a6d07ae5d44ccaae7cacaff63d5f980353af68e85fafd1550582b89b077a,keep,ds5_img017350_ann018439
ds5_img017351_ann018440,1000,ds5,02_extracted/uang/1000/ds5_img017351_ann018440.png,332e04ba424ea5010f4b1d49ac7388a1d5cec927826bf1faf60ba4ba9fd0d5b1,keep,ds5_img017351_ann018440
ds5_img017353_ann018442,1000,ds5,02_extracted/uang/1000/ds5_img017353_ann018442.png,08d89bc56017c5ecda0946b684b643fe64c4b9468a4eaa921f5bd01628f00a01,keep,ds5_img017353_ann018442
ds5_img017358_ann018447,1000,ds5,02_extracted/uang/1000/ds5_img017358_ann018447.png,d93fda5d4cec0392a7ef50fa6c4eaaf059421a7aca6b266c36999d4fdb1823ae,keep,ds5_img017358_ann018447
ds5_img017359_ann018448,1000,ds5,02_extracted/uang/1000/ds5_img017359_ann018448.png,5e424b347a2ef364d4e9e965e0d87e4aa5fc61d0d259149b660a0d4c4c2644af,keep,ds5_img017359_ann018448
ds5_img017375_ann018464,1000,ds5,02_extracted/uang/1000/ds5_img017375_ann018464.png,1a604996f29cf359b890175b9165b1b1adf20609e51df9c4d3a6b3f918b304f7,keep,ds5_img017375_ann018464
ds5_img017377_ann018466,1000,ds5,02_extracted/uang/1000/ds5_img017377_ann018466.png,1169b6c8dc150cceccbaf634bd20c6fa04c4fef93cb176949abc9aa25177230b,keep,ds5_img017377_ann018466
ds5_img017383_ann018472,1000,ds5,02_extracted/uang/1000/ds5_img017383_ann018472.png,81bed6aed739e7900149c1407047952be0c1c191d5beb3950c9264e83bd0b55b,keep,ds5_img017383_ann018472
ds5_img017392_ann018481,1000,ds5,02_extracted/uang/1000/ds5_img017392_ann018481.png,59b97f3c0b77e6da39b47a945ba7a0a43d5895a4a9cbed7c5ef55bc20376f1d3,keep,ds5_img017392_ann018481
ds5_img017394_ann018483,1000,ds5,02_extracted/uang/1000/ds5_img017394_ann018483.png,e235e9546b0ba47f18d14b86f2d63d8a9e95b9b2ecb2a8ed118af210ec862572,keep,ds5_img017394_ann018483
ds5_img017402_ann018491,1000,ds5,02_extracted/uang/1000/ds5_img017402_ann018491.png,acbafe51f7ccff3e397a122d2131811007bb2c4f20f31fd98249bc308415928f,keep,ds5_img017402_ann018491
ds5_img017413_ann018502,1000,ds5,02_extracted/uang/1000/ds5_img017413_ann018502.png,cb3ed79c3a7a838f560dd95cde17a14b733453eb6bd9b47284bf24e45eff5d4f,keep,ds5_img017413_ann018502
ds5_img017414_ann018503,1000,ds5,02_extracted/uang/1000/ds5_img017414_ann018503.png,76a50f9e126f471f8c9a13ca3c9f40330bbbad8071faf290e63422b1c33a2676,keep,ds5_img017414_ann018503
ds5_img017416_ann018505,1000,ds5,02_extracted/uang/1000/ds5_img017416_ann018505.png,5b3daa925c84ad99475e5f1a1e42e7457fb70c7ed9a8a851443590023451c9f9,keep,ds5_img017416_ann018505
ds5_img017421_ann018510,1000,ds5,02_extracted/uang/1000/ds5_img017421_ann018510.png,ce05e9879e263de8b0c01c95a018b5c7e5c610914f1adf739ad361cfdc1a65e3,keep,ds5_img017421_ann018510
ds5_img017424_ann018513,1000,ds5,02_extracted/uang/1000/ds5_img017424_ann018513.png,b15b7f70dc87116475109d44300b597f3a911d6a3e574df02d733948715a606d,keep,ds5_img017424_ann018513
ds5_img017427_ann018516,1000,ds5,02_extracted/uang/1000/ds5_img017427_ann018516.png,df262ecf6788d1c39063236e8d280dc9ba7c94fd45775852633830245b215241,keep,ds5_img017427_ann018516
ds5_img017428_ann018517,1000,ds5,02_extracted/uang/1000/ds5_img017428_ann018517.png,a6cb2ba13b3d67fe0a3d6c054e355049bb26c1e510f35dee6ffe6c5ce0af3b09,keep,ds5_img017428_ann018517
ds5_img017429_ann018518,1000,ds5,02_extracted/uang/1000/ds5_img017429_ann018518.png,6b1b8b314f1d341b41a17fa38a8687512f73b70b493c9227332ac05bc0bf18ab,keep,ds5_img017429_ann018518
ds5_img017431_ann018520,1000,ds5,02_extracted/uang/1000/ds5_img017431_ann018520.png,d949b9c7fe408c7b980e9b0db61bbd085e2c945ba42d18809d78dffdfa151319,keep,ds5_img017431_ann018520
ds5_img017435_ann018524,1000,ds5,02_extracted/uang/1000/ds5_img017435_ann018524.png,221334e4445dc1824626d5f6f9238321accd316e39c0fa625105d3b9f30d7439,keep,ds5_img017435_ann018524
ds5_img017445_ann018534,1000,ds5,02_extracted/uang/1000/ds5_img017445_ann018534.png,2184c13c8d11f6f0ae37105de748bd510bfccd5db3fa7be65ac401fea643ad85,keep,ds5_img017445_ann018534
ds5_img017446_ann018535,1000,ds5,02_extracted/uang/1000/ds5_img017446_ann018535.png,8b5ef7930bba9df8f9656700b129c4f351f44b33b75604af342e72f2b4b936cf,keep,ds5_img017446_ann018535
ds5_img017449_ann018538,1000,ds5,02_extracted/uang/1000/ds5_img017449_ann018538.png,5aacd9bc8766df495be7daa40c017a3060e78670cf64cc5fc64f30abad7aef01,keep,ds5_img017449_ann018538
ds5_img017457_ann018546,1000,ds5,02_extracted/uang/1000/ds5_img017457_ann018546.png,8acc1603a1b6645fea081ee29e9dba8d7fa9a7919547eb96337d4f072b196be4,keep,ds5_img017457_ann018546
ds5_img017463_ann018552,1000,ds5,02_extracted/uang/1000/ds5_img017463_ann018552.png,3c39a7750eb05e627523c1a9f5172d86300952424be141deacad7c571eded06e,keep,ds5_img017463_ann018552
ds5_img017466_ann018555,1000,ds5,02_extracted/uang/1000/ds5_img017466_ann018555.png,95217c13463422a2ae1f6ccd2259414b528b8b25d63ac506f1434b3cebbab5d6,keep,ds5_img017466_ann018555
ds5_img017467_ann018556,1000,ds5,02_extracted/uang/1000/ds5_img017467_ann018556.png,9bfb7510aee0fb19566d5a14b2f811c9d7cbe4bb279df9d85d587c78468b34e6,keep,ds5_img017467_ann018556
ds5_img017470_ann018559,1000,ds5,02_extracted/uang/1000/ds5_img017470_ann018559.png,154b79fccc716af3566adf30f20d9a5392c8060fc5661179e2eb3b54fe42b272,keep,ds5_img017470_ann018559
ds5_img017474_ann018563,1000,ds5,02_extracted/uang/1000/ds5_img017474_ann018563.png,ad1bd45c092d6b767ee9533c9d42d0db863fbab4ad4ca55c0a7158207257f754,keep,ds5_img017474_ann018563
ds5_img017479_ann018568,1000,ds5,02_extracted/uang/1000/ds5_img017479_ann018568.png,a85901570d6ddc36462fad0ea965f4bd720798c52225471aeba5e74d715ccb9d,keep,ds5_img017479_ann018568
ds5_img017487_ann018576,1000,ds5,02_extracted/uang/1000/ds5_img017487_ann018576.png,1b1cd3bf730488150910b8f4df9f0377f0fdcda34780d87e0abd95bbcc07664e,keep,ds5_img017487_ann018576
ds5_img017490_ann018579,1000,ds5,02_extracted/uang/1000/ds5_img017490_ann018579.png,296b0a6ebff2ec6951713b183687eaf2af8a35bef9ff9b96620b177eceba2a5d,keep,ds5_img017490_ann018579
ds5_img017494_ann018583,1000,ds5,02_extracted/uang/1000/ds5_img017494_ann018583.png,f7ff02642f72a6bf3abb13194920f3a2551ed19a3a3ac6b0bdc772feb25718cb,keep,ds5_img017494_ann018583
ds5_img017498_ann018587,1000,ds5,02_extracted/uang/1000/ds5_img017498_ann018587.png,8f263639716f4b555cb6b45670bd4da1db5a6a709c38c55faae9c821b3cb9ec6,keep,ds5_img017498_ann018587
ds5_img017514_ann018603,1000,ds5,02_extracted/uang/1000/ds5_img017514_ann018603.png,54a9a5ef9e13b5c4abdfcbdd4ae19ca977c0b621007b430a57ef2506f904252c,keep,ds5_img017514_ann018603
ds5_img017518_ann018607,1000,ds5,02_extracted/uang/1000/ds5_img017518_ann018607.png,3ede91103b5df00cf7cf7ec9b02a0d10bac411cf1c1fbbb9c5654ee2ec113125,keep,ds5_img017518_ann018607
ds5_img017520_ann018609,1000,ds5,02_extracted/uang/1000/ds5_img017520_ann018609.png,0ee4fb3582a6f0836406a95a4bd526e569d80146b05ba28ca270bfd3f211003a,keep,ds5_img017520_ann018609
ds5_img017521_ann018610,1000,ds5,02_extracted/uang/1000/ds5_img017521_ann018610.png,ad48817bb856f55f52ddb10d9e006f47de48bb389454e2189177d566da0c8c64,keep,ds5_img017521_ann018610
